,year,state_po,candidate,party,candidatevotes,totalvotes,votepercent,disbursements
3313,2018,MN,Jim Newberger,republican,940437.0,5184235.0,18.14032349999566,258688
3314,2018,MN,Amy Klobuchar,democratic-farmer-labor,1566174.0,5184235.0,30.210320326914193,9571860
3318,2018,MN,Karin Housley,republican,1095777.0,5184235.0,21.136715445962615,4682067
3319,2018,MN,Tina Smith,democratic-farmer-labor,1370540.0,5184235.0,26.436687380105262,8787690
3329,2018,MO,Josh Hawley,republican,1254927.0,2442289.0,51.38323105905977,11470516
3330,2018,MO,Claire McCaskill,democrat,1112935.0,2442289.0,45.56934089290825,39471363
3323,2018,MS,David Baria,democrat,369567.0,1843803.0,20.04373569193672,876607
3324,2018,MS,Roger F. Wicker,republican,547619.0,1843803.0,29.7005157275479,7069900
3327,2018,MS,Cindy Hyde-Smith,republican,486769.0,1843803.0,26.400271612531274,5492018
3328,2018,MS,Mike Espy,democrat,420819.0,1843803.0,22.82342527916486,7194351
3335,2018,MT,Jon Tester,democrat,253876.0,504384.0,50.333872604999364,20822246
3337,2018,MT,Matt Rosendale,republican,235963.0,504384.0,46.78241181322168,5924058
3366,2018,ND,Kevin Cramer,republican,179720.0,326138.0,55.105507484561755,6231101
3367,2018,ND,Heidi Heitkamp,democratic-npl,144376.0,326138.0,44.268377190023855,25186789
3338,2018,NE,Deb Fischer,republican,403151.0,698883.0,57.6850488565325,6048167
3339,2018,NE,Jane Raybould,democrat,269917.0,698883.0,38.621199828869784,2104607
3348,2018,NJ,Robert Menendez,democrat,1711654.0,3169310.0,54.007149821254465,13664479
3349,2018,NJ,Bob Hugin,republican,1357355.0,3169310.0,42.828091919061244,39113138
3356,2018,NM,Martin T Heinrich,democrat,376998.0,697012.0,54.0877345009842,8030924
3357,2018,NM,Gary E Johnson,libertarian,107201.0,697012.0,15.380079539520123,395365
3358,2018,NM,Mick Rich,republican,212813.0,697012.0,30.532185959495678,967618
3342,2018,NV,Jacky Rosen,democrat,490071.0,972132.0,50.411981088987915,26079221
3343,2018,NV,Dean Heller,republican,441202.0,972132.0,45.38498886982426,15557570
3359,2018,NY,Kirsten E. Gillibrand,democrat,3755489.0,6055151.0,62.02139302554139,12540955
3360,2018,NY,Chele Chiavacci Farley,republican,1730439.0,6055151.0,28.57796609861587,1385100
3369,2018,OH,Sherrod Brown,democrat,2355923.0,4410898.0,53.41141418368777,27997833
3371,2018,OH,Jim Renacci,republican,2053963.0,4410898.0,46.56564264238257,12664106
3372,2018,PA,Robert P Casey Jr,democrat,2777680.0,4994643.0,55.61318396530043,21412914
3373,2018,PA,Louis J. Barletta,republican,2134848.0,4994643.0,42.7427545872648,7760181
3376,2018,RI,Sheldon Whitehouse,democrat,231477.0,376738.0,61.4424347955343,6783166
3377,2018,RI,"Robert G. Flanders, Jr.",republican,144421.0,376738.0,38.33459858044583,1211223
3379,2018,TN,Marsha Blackburn,republican,1227483.0,2243740.0,54.70700705072781,16572477
3380,2018,TN,Phil Bredesen,democrat,985450.0,2243740.0,43.91997290238619,19461776
3387,2018,TX,Ted Cruz,republican,4260553.0,8371655.0,50.8926012837366,45990175
3388,2018,TX,Beto O'Rourke,democrat,4045632.0,8371655.0,48.32535502239402,80458720
3390,2018,UT,Mitt Romney,republican,665215.0,1062845.0,62.58814784846333,5294219
3391,2018,UT,Jenny Wilson,democrat,328541.0,1062845.0,30.91146874661875,960455
3405,2018,VA,Corey A. Stewart,republican,1374313.0,3351373.0,41.00746171792874,2785265
3406,2018,VA,Timothy M. Kaine,democrat,1910370.0,3351373.0,57.00260758799453,19571406
3401,2018,VT,Bernie Sanders,independent,183529.0,272624.0,67.31945830154352,8200325
3403,2018,VT,Lawrence Zupan,republican,74663.0,272624.0,27.38680380304008,170527
3409,2018,WA,Maria Cantwell,democrat,1803364.0,3086168.0,58.433759924929554,11964267
3410,2018,WA,Susan Hutchison,republican,1282804.0,3086168.0,41.566240075070446,1933256
3414,2018,WI,Tammy Baldwin,democrat,1472914.0,2657841.0,55.41768676154819,31549383
3415,2018,WI,Leah Vukmir,republican,1184885.0,2657841.0,44.5807330084832,5810340
3411,2018,WV,Joe Manchin,democrat,288808.0,582911.0,49.54581402649804,8998898
3412,2018,WV,Patrick Morrisey,republican,269872.0,582911.0,46.297290667014344,6153109
3417,2018,WY,John Barrasso,republican,136210.0,203420.0,66.95998426900009,6048765
3418,2018,WY,Gary Trauner,democrat,61227.0,203420.0,30.09881034313244,910723
